participant_no,week no,url,query,data,type,task,goal,source,content,format
112,Week 3,https://www.google.com/search?q=meals with asparagus,meals with asparagus,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=asparagus risotto,asparagus risotto,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=asparagus risotto,asparagus risotto,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=asparagus rice recipes creamy,asparagus rice recipes creamy,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=best protein packed dips,best protein packed dips,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=healthy dips,healthy dips,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=ssamjang,ssamjang,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=skordalia recipes,skordalia recipes,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=skordalia recipes,skordalia recipes,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=what to eat with spinach artichoke dip,what to eat with spinach artichoke dip,Q,ideas/options,option seeking,decision making,,,
112,Week 3,https://www.google.com/search?q=what to eat with spinach artichoke dip,what to eat with spinach artichoke dip,Q,ideas/options,option seeking,decision making,,,
112,Week 3,https://www.google.com/search?q=what to eat with spinach artichoke dip,what to eat with spinach artichoke dip,Q,ideas/options,option seeking,decision making,,,
112,Week 3,https://www.google.com/search?q=fun dips,fun dips,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=fun dips,fun dips,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=fun dip recipes for meal prep,fun dip recipes for meal prep,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=heatlhy french onion dip,heatlhy french onion dip,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=what to do with red lentils,what to do with red lentils,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=what to do with red lentils,what to do with red lentils,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=what to do with red lentils,what to do with red lentils,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=what to do with red lentils,what to do with red lentils,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=cheapest protein options,cheapest protein options,Q,ideas/options,option seeking,decision making,,,
112,Week 3,https://www.google.com/search?q=cheapest protein options,cheapest protein options,Q,ideas/options,option seeking,decision making,,,
112,Week 3,https://www.google.com/search?q=amaranth complete protein,amaranth complete protein,Q,factual,learn,plan,,,
112,Week 3,https://www.google.com/search?q=amaranth meijer,amaranth meijer,Q,utility,logistics,action,,,
112,Week 3,https://www.google.com/search?q=savory baked oatmeal,savory baked oatmeal,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=savory baked oats,savory baked oats,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=savory baked oats with asparagus,savory baked oats with asparagus,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=creamy savory oats with asparagus,creamy savory oats with asparagus,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=creamy savory oats with asparagus,creamy savory oats with asparagus,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=creamy savory oats,creamy savory oats,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.library.illinois.edu/search.php?q=wall street journal,wall street journal,Q,na,na,action,,,
112,Week 3,https://www.library.illinois.edu/search.php?q=wall street journal,wall street journal,Q,na,na,action,,,
112,Week 3,https://www.google.com/search?q=what to dip in dip,what to dip in dip,Q,ideas/options,option seeking,decision making,,,
112,Week 3,https://www.google.com/search?q=how to clip coupons from the meijer weekly ad,how to clip coupons from the meijer weekly ad,Q,how-to (procedural),learn,action,,,
112,Week 3,https://www.google.com/search?q=how to clip coupons from the meijer weekly ad,how to clip coupons from the meijer weekly ad,Q,how-to (procedural),learn,action,,,
112,Week 3,https://www.google.com/search?q=fun recipes for dinner cheap and healthy,fun recipes for dinner cheap and healthy,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=chook,chook,Q,factual,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=rice casserole,rice casserole,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=rice casseroles healthy,rice casseroles healthy,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=dinner recipes with oats,dinner recipes with oats,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=dinner recipes with oats,dinner recipes with oats,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=dinner recipes with oats,dinner recipes with oats,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=dinner recipes with oats,dinner recipes with oats,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=what is umami,what is umami,Q,factual,learn,plan,,,
112,Week 3,https://www.google.com/search?q=what is umami,what is umami,Q,factual,learn,plan,,,
112,Week 4,https://www.google.com/search?q=how many calories are carrots,how many calories are carrots,Q,factual,learn,plan,,,
112,Week 4,https://www.google.com/search?q=how many calories are baby carrots,how many calories are baby carrots,Q,factual,learn,plan,,,
112,Week 4,https://www.google.com/search?q=how many grams is 100 g,how many grams is 100 g,Q,utility,logistics,action,,,
112,Week 4,https://www.google.com/search?q=how many cups is 100 g,how many cups is 100 g,Q,utility,logistics,action,,,
112,Week 4,https://www.google.com/search?q=benefits of freezing food,benefits of freezing food,Q,mechanism,learn,motivational reasoning,,,
112,Week 4,https://www.google.com/search?q=benefits of freezing food,benefits of freezing food,Q,mechanism,learn,motivational reasoning,,,
112,Week 4,https://www.google.com/search?q=benefits of freezing food,benefits of freezing food,Q,mechanism,learn,motivational reasoning,,,
112,Week 4,https://www.google.com/search?q=cheap and easy dinner ideas,cheap and easy dinner ideas,Q,ideas/options,option seeking,plan,,,
112,Week 4,https://www.google.com/search?q=cheap and easy meal ideas for people who hate leftovers,cheap and easy meal ideas for people who hate leftovers,Q,ideas/options,option seeking,plan,,,
112,Week 4,https://www.google.com/search?q=how to meal prep when there is little space in the fridge,how to meal prep when there is little space in the fridge,Q,how-to (procedural),barrier,plan,,,
112,Week 4,https://www.google.com/search?q=how to meal prep when there is little space in the fridge,how to meal prep when there is little space in the fridge,Q,how-to (procedural),barrier,plan,,,
112,Week 4,https://www.google.com/search?q=how to meal prep when there is little space in the fridge,how to meal prep when there is little space in the fridge,Q,how-to (procedural),barrier,plan,,,
112,Week 4,https://www.google.com/search?q=how to meal prep when there is little space in the fridge,how to meal prep when there is little space in the fridge,Q,how-to (procedural),barrier,plan,,,
112,Week 4,https://www.google.com/search?q=roasted butternut squash,roasted butternut squash,Q,ideas/options,option seeking,plan,,,
112,Week 4,https://www.google.com/search?q=roasted butternut squash soup,roasted butternut squash soup,Q,ideas/options,option seeking,plan,,,
112,Week 4,https://www.google.com/search?q=roasted butternut squash sauce for pasta,roasted butternut squash sauce for pasta,Q,ideas/options,option seeking,plan,,,
112,Week 4,https://www.google.com/search?q=roasted butternut squash sauce for pasta,roasted butternut squash sauce for pasta,Q,ideas/options,option seeking,plan,,,
112,Week 4,https://www.google.com/search?q=roasted butternut squash sauce for pasta no cheese,roasted butternut squash sauce for pasta no cheese,Q,ideas/options,option seeking,plan,,,
112,Week 4,https://www.google.com/search?q=roasted butternut squash sauce for pasta no cheese,roasted butternut squash sauce for pasta no cheese,Q,ideas/options,option seeking,plan,,,
112,Week 4,"https://www.google.com/url?q=http://t.shop.meijer.com/r/?id=h23e8582d1,21c96c3f,21c96c48&e=c2VnbWVudGNvZGU9&s=0MGR2rBvr0Ff6qd-BtGgLjDCK0yF3K_7FvhDZ58SxHw","http://t.shop.meijer.com/r/?id=h23e8582d1,21c96c3f,21c96c48&e=c2VnbWVudGNvZGU9&s=0MGR2rBvr0Ff6qd-BtGgLjDCK0yF3K_7FvhDZ58SxHw",Q,utility,perform,action,,,
112,Week 4,https://www.google.com/search?q=how long did the catholic church have latin mass,how long did the catholic church have latin mass,Q,na,na,na,,,
112,Week 4,https://www.google.com/search?q=how long does bacon last in the fridge,how long does bacon last in the fridge,Q,factual,learn,plan,,,
112,Week 4,https://www.google.com/search?q=how long does bacon cook in the oven,how long does bacon cook in the oven,Q,factual,learn,plan,,,
112,Week 4,https://www.google.com/search?q=how long does butternut squash take to roast in the voen,how long does butternut squash take to roast in the voen,Q,factual,learn,plan,,,
112,Week 4,https://www.google.com/search?q=how long does butternut squash take to roast in the voen,how long does butternut squash take to roast in the voen,Q,factual,learn,plan,,,
112,Week 4,https://www.google.com/search?q=healthy recipes that don't need refrigeration,healthy recipes that don't need refrigeration,Q,ideas/options,option seeking,plan,,,
112,Week 4,https://www.google.com/search?q=healthy recipes that don't need refrigeration,healthy recipes that don't need refrigeration,Q,ideas/options,option seeking,plan,,,
112,Week 4,https://www.google.com/search?q=healthy recipes that don't need refrigeration,healthy recipes that don't need refrigeration,Q,ideas/options,option seeking,plan,,,
112,Week 4,https://www.google.com/search?q=bhaji burger,bhaji burger,Q,ideas/options,option seeking,plan,,,
112,Week 4,https://www.google.com/search?q=best recipes that take less than 20 minutes,best recipes that take less than 20 minutes,Q,ideas/options,option seeking,plan,,,
112,Week 4,https://www.google.com/search?q=bhaji burger,bhaji burger,Q,ideas/options,option seeking,plan,,,
112,Week 4,https://www.google.com/search?q=best recipes that take less than 20 minutes,best recipes that take less than 20 minutes,Q,ideas/options,option seeking,plan,,,
112,Week 4,https://www.google.com/search?q=best recipes that take less than 20 minutes,best recipes that take less than 20 minutes,Q,ideas/options,option seeking,plan,,,
112,Week 4,https://www.google.com/search?q=best recipes that take less than 20 minutes,best recipes that take less than 20 minutes,Q,ideas/options,option seeking,plan,,,
112,Week 4,https://www.google.com/search?q=cheapest produce right now,cheapest produce right now,Q,ideas/options,option seeking,decision making,,,
113,Week 1,https://www.google.com/search?q=best sports bras,best sports bras,Q,ideas/options,option seeking,decision making,,,
113,Week 1,https://www.google.com/search?q=wirecutter workout clothes,wirecutter workout clothes,Q,ideas/options,option seeking,decision making,,,
113,Week 1,https://www.google.com/search?q=lululemon wunder train high-rise tight,lululemon wunder train high-rise tight,Q,ideas/options,option seeking,action,,,
113,Week 1,"https://www.google.com/search?q=Wunder Train High-Rise Tight 28""","Wunder Train High-Rise Tight 28""",Q,ideas/options,logistics,action,,,
113,Week 1,"https://www.google.com/search?q=Wunder Train High-Rise Tight 28""","Wunder Train High-Rise Tight 28""",Q,ideas/options,logistics,action,,,
113,Week 1,https://www.google.com/search?q=ankle compression sleeve,ankle compression sleeve,Q,ideas/options,option seeking,plan,,,
113,Week 1,https://www.google.com/search?q=copression ankle sleeve reviews,copression ankle sleeve reviews,Q,experiential,evaluate,decision making,,,
113,Week 1,https://www.google.com/search?q=best thrift stores chicago to find lululemon,best thrift stores chicago to find lululemon,Q,ideas/options,option seeking,decision making,,,
113,Week 1,https://www.google.com/search?q=Bauerfeind,Bauerfeind,Q,ideas/options,logistics,decision making,,,
113,Week 1,"https://www.google.com/search?q=Wunder Train High-Rise Tight 28"" size 18","Wunder Train High-Rise Tight 28"" size 18",Q,ideas/options,logistics,action,,,
113,Week 1,"https://www.google.com/search?q=Wunder Train High-Rise Tight 28"" size 18","Wunder Train High-Rise Tight 28"" size 18",Q,ideas/options,logistics,action,,,
113,Week 1,https://www.google.com/search?q=chicago athletic clubs,chicago athletic clubs,Q,ideas/options,option seeking,plan,,,
113,Week 1,https://www.google.com/search?q=chicago athleltic clubs,chicago athleltic clubs,Q,ideas/options,option seeking,plan,,,
113,Week 1,https://www.google.com/search?q=chicago athleltic clubs,chicago athleltic clubs,Q,ideas/options,option seeking,plan,,,
113,Week 1,https://www.google.com/search?q=what is nia,what is nia,Q,factual,learn,plan,,,
113,Week 1,https://www.google.com/search?q=what is nia in a workout sense,what is nia in a workout sense,Q,factual,learn,plan,,,
113,Week 1,https://www.google.com/search?q=what is nia in a workout sense,what is nia in a workout sense,Q,factual,learn,plan,,,
113,Week 2,https://www.google.com/search?q=how to stretch hip flexors,how to stretch hip flexors,Q,how-to (procedural),learn,action,,,
113,Week 2,https://www.google.com/search?q=how do you know if you injured a hip flexor or a groin muscle,how do you know if you injured a hip flexor or a groin muscle,Q,factual,learn,decision making,,,
113,Week 2,https://www.google.com/search?q=anatomy pictures of a hip flexor,anatomy pictures of a hip flexor,Q,factual,learn,plan,,,
113,Week 2,https://www.google.com/url?q=https://www.joionline.net/trending/content/groin-injury-treatment,https://www.joionline.net/trending/content/groin-injury-treatment,Q,factual,learn,plan,,,
113,Week 2,https://www.google.com/search?q=anatomy pictures of a hip flexor,anatomy pictures of a hip flexor,Q,factual,learn,plan,,,
113,Week 2,https://www.google.com/search?q=crab walks triggers what muscles groups,crab walks triggers what muscles groups,Q,factual,learn,plan,,,
113,Week 2,https://www.google.com/search?q=crab walks triggers what muscles groups,crab walks triggers what muscles groups,Q,factual,learn,plan,,,
113,Week 2,https://www.google.com/search?q=waterproof heart rate monitor,waterproof heart rate monitor,Q,ideas/options,option seeking,plan,,,
113,Week 2,https://www.google.com/search?q=waterproof heart rate monitor,waterproof heart rate monitor,Q,ideas/options,option seeking,plan,,,
113,Week 2,https://www.google.com/search?q=waterproof activity tracker,waterproof activity tracker,Q,ideas/options,option seeking,plan,,,
113,Week 2,https://www.google.com/search?q=best waterproof fitness tracker,best waterproof fitness tracker,Q,ideas/options,option seeking,decision making,,,
113,Week 2,https://www.google.com/search?q=best waterproof fitness tracker,best waterproof fitness tracker,Q,ideas/options,option seeking,decision making,,,
113,Week 2,https://www.google.com/search?q=best waterproof fitness tracker,best waterproof fitness tracker,Q,ideas/options,option seeking,decision making,,,
113,Week 2,https://www.google.com/search?q=ny times fitness trackers,ny times fitness trackers,Q,ideas/options,option seeking,plan,,,
113,Week 2,https://www.google.com/search?q=best fitness trackers for swimming,best fitness trackers for swimming,Q,ideas/options,option seeking,decision making,,,
113,Week 2,https://www.google.com/search?q=best fitness trackers for swimming,best fitness trackers for swimming,Q,ideas/options,option seeking,decision making,,,
113,Week 2,https://www.google.com/search?q=best exercise regime for weight loss,best exercise regime for weight loss,Q,ideas/options,option seeking,decision making,,,
113,Week 2,https://www.google.com/search?q=best exercise regime for weight loss,best exercise regime for weight loss,Q,ideas/options,option seeking,decision making,,,
113,Week 2,https://www.google.com/search?q=best exercise regime for weight loss,best exercise regime for weight loss,Q,ideas/options,option seeking,decision making,,,
113,Week 2,https://www.google.com/search?q=best exercise regime for weight loss,best exercise regime for weight loss,Q,ideas/options,option seeking,decision making,,,
113,Week 2,https://www.google.com/search?q=is water aerobics considered cardio,is water aerobics considered cardio,Q,normative,learn,plan,,,
113,Week 2,https://www.google.com/search?q=is water aerobics cardio or strength training,is water aerobics cardio or strength training,Q,normative,learn,plan,,,
113,Week 2,https://www.google.com/search?q=is water aerobics cardio or strength training,is water aerobics cardio or strength training,Q,normative,learn,plan,,,
113,Week 2,https://www.google.com/search?q=cardiorespiratory endurance definition,cardiorespiratory endurance definition,Q,factual,learn,plan,,,
113,Week 2,https://www.google.com/search?q=cardiorespiratory endurance definition,cardiorespiratory endurance definition,Q,factual,learn,plan,,,
113,Week 2,https://www.google.com/search?q=is water aerobics cardio or strength training,is water aerobics cardio or strength training,Q,normative,learn,plan,,,
113,Week 2,https://www.google.com/search?q=is water aerobics cardio or strength training,is water aerobics cardio or strength training,Q,normative,learn,plan,,,
113,Week 2,https://www.google.com/search?q=is water aerobics cardio or strength training,is water aerobics cardio or strength training,Q,normative,learn,plan,,,
113,Week 2,https://www.google.com/search?q=is water aerobics cardio or strength training,is water aerobics cardio or strength training,Q,normative,learn,plan,,,
113,Week 2,https://www.google.com/search?q=sample workout plan for sedentary lifestyle,sample workout plan for sedentary lifestyle,Q,ideas/options,barrier,action,,,
113,Week 2,https://www.google.com/search?q=sample workout plan for sedentary lifestyle,sample workout plan for sedentary lifestyle,Q,ideas/options,barrier,action,,,
113,Week 2,https://www.google.com/search?q=sample workout plan for sedentary lifestyle,sample workout plan for sedentary lifestyle,Q,ideas/options,barrier,action,,,
113,Week 3,https://www.google.com/search?q=best pool shoes,best pool shoes,Q,ideas/options,option seeking,decision making,,,
113,Week 3,https://www.google.com/search?q=best pool shoes for adults,best pool shoes for adults,Q,ideas/options,option seeking,decision making,,,
113,Week 3,https://www.google.com/search?q=best pool shoes for adults,best pool shoes for adults,Q,ideas/options,option seeking,decision making,,,
113,Week 3,https://www.google.com/search?q=best pool shoes for adults,best pool shoes for adults,Q,ideas/options,option seeking,decision making,,,
113,Week 3,https://www.google.com/search?q=best pool shoes for adults,best pool shoes for adults,Q,ideas/options,option seeking,decision making,,,
113,Week 3,https://www.google.com/search?q=best shoes for water aerobics,best shoes for water aerobics,Q,ideas/options,option seeking,decision making,,,
113,Week 3,https://www.google.com/search?q=best shoes for water aerobics,best shoes for water aerobics,Q,ideas/options,option seeking,decision making,,,
113,Week 3,https://www.google.com/search?q=patrick mckeown,patrick mckeown,Q,factual,learn,plan,,,
113,Week 3,https://www.google.com/search?q=patrick mckeown,patrick mckeown,Q,factual,learn,plan,,,
113,Week 3,https://www.google.com/search?q=patrick mckeown,patrick mckeown,Q,factual,learn,plan,,,
113,Week 3,https://www.google.com/search?q=buteyko method,buteyko method,Q,factual,learn,plan,,,
113,Week 3,https://www.google.com/search?q=buteyko method ny times,buteyko method ny times,Q,factual,learn,plan,,,
113,Week 3,https://www.google.com/search?q=tips for healthy weight loss diet,tips for healthy weight loss diet,Q,ideas/options,option seeking,decision making,,,
113,Week 3,https://www.google.com/search?q=tips for healthy weight loss diet,tips for healthy weight loss diet,Q,ideas/options,option seeking,decision making,,,
113,Week 3,https://www.google.com/search?q=high protein breakfast ideas for weight loss,high protein breakfast ideas for weight loss,Q,ideas/options,option seeking,decision making,,,
113,Week 3,https://www.google.com/search?q=high protein breakfast ideas for weight loss,high protein breakfast ideas for weight loss,Q,ideas/options,option seeking,decision making,,,
113,Week 3,https://www.google.com/search?q=high protein breakfast ideas for weight loss,high protein breakfast ideas for weight loss,Q,ideas/options,option seeking,decision making,,,
113,Week 3,https://www.google.com/search?q=high protein breakfast ideas for weight loss,high protein breakfast ideas for weight loss,Q,ideas/options,option seeking,decision making,,,
113,Week 3,https://www.google.com/search?q=how much protein should i eat a day to lose weight,how much protein should i eat a day to lose weight,Q,outcome,learn,decision making,,,
113,Week 3,https://www.google.com/search?q=how much protein should i eat a day to lose weight,how much protein should i eat a day to lose weight,Q,outcome,learn,decision making,,,
113,Week 3,https://www.google.com/search?q=highest protein foods,highest protein foods,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=swim caps for women,swim caps for women,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=swim caps for women with big heads,swim caps for women with big heads,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=swim caps for women with big heads,swim caps for women with big heads,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=best swim caps for women with big heads,best swim caps for women with big heads,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=SPORTI long hair silicone cap,SPORTI long hair silicone cap,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=SPORTI long hair silicone cap,SPORTI long hair silicone cap,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=Soul Cap,Soul Cap,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=whale extra large cap,whale extra large cap,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=whale extra large cap,whale extra large cap,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=best swim caps for women with big heads,best swim caps for women with big heads,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=best swim caps for women with big heads,best swim caps for women with big heads,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=Sporti,Sporti,Q,ideas/options,logistics,decision making,,,
113,Week 4,https://www.google.com/search?q=Sporti,Sporti,Q,ideas/options,logistics,decision making,,,
113,Week 4,https://www.google.com/search?q=Sporti swim cap,Sporti swim cap,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=best swim caps for women with big heads,best swim caps for women with big heads,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=best swim caps for women with big heads,best swim caps for women with big heads,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=best swim caps for women with big heads,best swim caps for women with big heads,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=is lycra waterproof,is lycra waterproof,Q,factual,learn,plan,,,
113,Week 4,https://www.google.com/search?q=best swim caps for women with big heads,best swim caps for women with big heads,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=best swim caps for women with big heads,best swim caps for women with big heads,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=whale extra large cap,whale extra large cap,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=best swim caps for women with big heads,best swim caps for women with big heads,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=bodysuit for swimming,bodysuit for swimming,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=bodysuit for swimming,bodysuit for swimming,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=bodysuit for swimming,bodysuit for swimming,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=bodysuit for swimming,bodysuit for swimming,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=unitard bodysuit,unitard bodysuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=unitard swimsuit,unitard swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=Sporti Unitard Colorblock One Piece Swimsuit,Sporti Unitard Colorblock One Piece Swimsuit,Q,ideas/options,logistics,decision making,,,
113,Week 4,https://www.google.com/search?q=tomboy x unitard swim,tomboy x unitard swim,Q,ideas/options,logistics,decision making,,,
113,Week 4,https://www.google.com/search?q=best unitard swimsuit,best unitard swimsuit,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=speedo unitard swimsuit,speedo unitard swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=boyleg swimsuit,boyleg swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=boyleg swimsuit,boyleg swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=boyleg swimsuit,boyleg swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=boyleg swimsuit,boyleg swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=Women's Eco Endurance+ Legsuit,Women's Eco Endurance+ Legsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=Women's Eco Endurance+ Legsuit,Women's Eco Endurance+ Legsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=Women's Eco Endurance+ Legsuit,Women's Eco Endurance+ Legsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=boyleg swimsuit,boyleg swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=boyleg swimsuit,boyleg swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=boyleg swimsuit,boyleg swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=how to release neck tension,how to release neck tension,Q,how-to (procedural),learn,action,,,
113,Week 4,https://www.google.com/search?q=how to release neck tension,how to release neck tension,Q,how-to (procedural),learn,action,,,
113,Week 4,https://www.google.com/search?q=how to release neck tension,how to release neck tension,Q,how-to (procedural),learn,action,,,
113,Week 4,https://www.google.com/search?q=how to release neck tension,how to release neck tension,Q,how-to (procedural),learn,action,,,
113,Week 4,https://www.google.com/search?q=how to release neck tension,how to release neck tension,Q,how-to (procedural),learn,action,,,
113,Week 4,https://www.google.com/search?q=boyleg swimsuit,boyleg swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=what is somatic movement,what is somatic movement,Q,factual,learn,plan,,,
113,Week 4,https://www.google.com/search?q=what is somatic therapy,what is somatic therapy,Q,factual,learn,plan,,,
113,Week 4,https://www.google.com/search?q=how to release neck tension,how to release neck tension,Q,how-to (procedural),learn,action,,,
113,Week 4,https://www.google.com/search?q=how to release neck tension,how to release neck tension,Q,how-to (procedural),learn,action,,,
113,Week 4,https://www.google.com/search?q=best exercises to lose belly fat,best exercises to lose belly fat,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=best exercises to lose belly fat,best exercises to lose belly fat,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=what is resistance training,what is resistance training,Q,factual,learn,plan,,,
113,Week 4,https://www.google.com/search?q=what is resistance training,what is resistance training,Q,factual,learn,plan,,,
113,Week 4,https://www.google.com/search?q=what is resistance training,what is resistance training,Q,factual,learn,plan,,,
113,Week 4,https://www.google.com/search?q=bird dog crunch,bird dog crunch,Q,factual,learn,plan,,,
113,Week 4,https://www.google.com/search?q=best exercises to lose belly fat,best exercises to lose belly fat,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=best exercises to lose belly fat,best exercises to lose belly fat,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=best exercises to lose belly fat,best exercises to lose belly fat,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=best exercises to lose belly fat,best exercises to lose belly fat,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=best exercises to lose belly fat,best exercises to lose belly fat,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=boyleg swimsuit,boyleg swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=tomboyx swimwear,tomboyx swimwear,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=boyleg swimsuit,boyleg swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=best fabric for a swimsuit,best fabric for a swimsuit,Q,ideas/options,evaluate,plan,,,
113,Week 4,https://www.google.com/search?q=wool swimsuit,wool swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=wool swimsuit,wool swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=wool swimsuit,wool swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=wool boyshort swimsuit,wool boyshort swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=wool boyshort swimsuit,wool boyshort swimsuit,Q,ideas/options,option seeking,plan,,,
113,Week 4,https://www.google.com/search?q=best fabric for a swimsuit,best fabric for a swimsuit,Q,ideas/options,evaluate,plan,,,
113,Week 4,https://www.google.com/search?q=dolfin boyleg one piece,dolfin boyleg one piece,Q,ideas/options,option seeking,decision making,,,
113,Week 4,https://www.google.com/search?q=aquatard,aquatard,Q,ideas/options,option seeking,plan,,,
